name,dropped
mazin-kaiser-skl-versus,hanashippanashi
meccha-shoukan-sareta-ken,hana-to-shinobi
megami-ryou-no-ryoubo-kun,hana-yori-mo-yaiba-no-gotoku
mei-lanfang,hanbun-no-tsuki-ga-noboru-sora
mekakushi-no-kuni,hand7
melty-blood-x,handa-kun
meminisse,handyman-saitou-in-another-world
memory-eaters,hang-a-miroir-de-l-avenir
me-myself-and-him,hangyaku-no-kagetsukai
menage-a-trois,happily-ever-now
mephistopheles-wa-dare,happiness
mermaid-boys,happy-if-you-died
mermaid-melody,happy-marriage
mermaid-saga-edition-originale,happy-sugar-life
merveilleux-heros-de-l-epee,hard-carry-support
mes-charmes-sont-inutiles-sur-kuroiwa-medaka,hardcore-leveling-warrior
mes-voisins-les-yamada,hareluya-ii-boy
metal-heart,harisugawa-au-pays-des-miroirs
me-teru-no-kimochi,haru-et-la-fille-aux-bandages
mezametara-saikyou-soubi-to-uchuusen-mochi-datta-no-de-ikkodate-mezashite-youhei-toshite-jiyuu-ni-ikitai,haru-koi
mf-ghost,haru-yo-koi
mia-neverland-above-the-clouds,hasla
miao-shou-xian-dan,hataraku-saibou-baby
miaou-le-quotidien-de-moustic,hatenkou-yuugi
mieruko-chan,hato-toujours-plus-haut
migawari-hime,hatsukanezumi-no-jikan
mikado-boy,hatsukoi-dandelion
mimi-no-kaidan,hatsukoi-limited
mimizuku-et-le-roi-de-la-nuit,hatsune-mix
minami-ke,hayabusa-sanada-dengekichou
minamoto-kun-monogatari,heads
mirages-d-ete,heart-no-diamond
mirai-nikki-mosaic,heart-no-ousama
mirai-nikki-redial,heart-throbbing-conqueror
miroirs,heaven-defying-sword
mi-seijuku,heaven-eleven
miseru-mitsumeru-futari-dake,heaven-guards
mishima-boys-coup-d-etat,heavenly-demon-bakery
miss-fantasmes,heavenly-demon-cultivation-simulation
mission-yozakura-family,heavenly-demon-instructor
miss-kobayashi-s-dragon-maid,heavenly-god-mnemonic
mister-ajikko,heavenly-grand-archive-s-young-master
mitochon-armageddon,heavenly-inquisition-sword
mitsuai-celeb,heavenly-jewel-change
mix,heavenly-martial-god
mizuno-junko-no-hansel-gretel,heavenly-match
mma-mixed-martial-artists,heavenly-solo-defender
mobile-suit-gundam-00f,heavenly-sword-s-grand-saga
mobuko-no-koi,heaven-s-devourer
moekare-wa-orenji-iro,hectopascal
moe-tai,he-dedicated-to-roses
moi-aussi,heeran-love-song
moi-quand-je-me-reincarne-en-distributeur-automatique,heir-of-mythical-heroes
moi-taro-misaki,he-is-a-beast
mommy-is-coming-in-dad-please-take-it,he-is-a-hero
momochi-san-chi-no-ayakashi-ouji,he-is-a-high-school-girl
momonchi,he-is-my-master
momo-the-blood-taker,he-is-nothing-but-handsome
mom-please-do-not-come-for-adventure,hell-58
mon-annee,hell-blade
mongrel,hellcraft
monk,hello-fucktopia
monkey-peak,hello-summer
mon-mari-dort-dans-le-congelateur,hello-sweetie-mr-xu-s-little-hottie
monochrome-animals,hello-zombie-girl
monogurashi,hellper
monster-cage,hell-s-developer
monster-girls-collection,hellsing
monster-no-goshujin-sama,hellsing-the-dawn
monsters-kurando-kengo,hell-s-kitchen
monster-soul,helmut-the-forsaken-child
monster-x-monster,help
moonlight-act,help-i-had-transmigrated-and-my-snake-husband-pampered-me-too-much
mordue-de-toi,hemispheres
more-than-lovers-less-than-friends,hen
moriarty,henyoku-no-labyrinth
moriguchi-orito-no-teiougaku,heresy
moscow-2160,her-highness-is-mighty
moteki,her-majesty-s-dog
moto-sekai-ichii-no-sub-chara-ikusei-nikki-hai-player-isekai-wo-kouryaku-chuu,heroes-of-fury
moto-shogun-no-undead-knight,hero-has-returned
moyasimon,hero-killer
muhyo-et-roji,heroman
mujintou-de-elf-to-kyoudou-seikatsu,hero-of-darkness
mu-lian-s-haunted-metropolis,hero-s
murky-eyes,hero-tales
muryong,hero-the-maximum
museru-kurai-no-ai-wo-ageru,hero-waltz
mushoku-tensei-depressed-magician-arc,hero-with-another-opinion
mushoku-tensei-eris-gaiden,her-summon
mushoku-tensei-isekai-ittara-honki-dasu,hertz-around-you
musket-girls-reincarnated-staff-officer-and-line-formation-maidens,herzl-une-histoire-europeenne
musou-kouro-tensei-shite-uchuu-senkan-no-ai-ni-narimashita,he-s-my-real-brother-duke
musume-janakute-watashi-mama-ga-suki-nano,h-e-the-hunt-for-energy
musume-no-tomodachi,hey-little-duke-trust-in-your-sister
my-cat-is-a-kawaii-girl,hiatari-ryoko
my-childhood-friend-the-vampire,hibari-no-asa
my-classmate-tanaka-san-is-super-scary,hibi-chouchou
my-dear-detective-mitsuko-s-case-files,hidamari-no-tsuki
my-dear-neighbor,hidarite-no-love-letter
my-death-flags-show-no-sign-of-ending,hidden-love
my-destiny,hidden-marriage-100-points-provoke-a-wife-to-marry-one-get-one-free
my-divorced-crybaby-neighbour,hidden-surface-town
my-fair-honey-boy,hide-and-seek-on-the-sofa
my-father-became-a-cute-vtuber-girl,higan-no-ishi
my-follower-became-my-girlfriend,highest-level-returnee
my-gift-lvl-9999-unlimited-gacha,high-school
my-girlfriend-cheated-on-me-with-a-senior-so-i-m-cheating-on-her-with-his-girlfriend,high-school-debut
my-girlfriend-is-a-fiction,highschool-lunch-dad
my-hero,highschool-of-the-dead
my-hero-academia,high-school-samurai
my-hero-academia-smash,high-school-taoist
my-hero-academia-team-up-mission,higurashi-no-naku-koro-ni-himatsubushi-hen
my-hero-academia-vigilante,higurashi-no-naku-koro-ni-tatarigoroshi-hen
my-hime,higurashi-no-naku-koro-ni-watanagashihen
my-home-hero,hikari-no-densetsu
my-junior-at-the-company-was-a-witch,hikari-no-pansy
my-lolita-brother,hikaru-no-go
my-lover-was-stolen-and-i-was-kicked-out-of-the-hero-s-party-but-i-awakened-to-the-ex-skill-fixed-damage-and-became-invincible-now-let-s-begin-some-revenge,himegimi-no-tsukurikata
my-majesty-your-grace,himegimi-to-sanbiki-no-kemono
my-new-wife-is-forcing-herself-to-smile,himekei-doll
my-onee-chan-s-personality-changes-when-she-plays-games,himitsu-no-juliet
my-stepmom-s-daughter-was-my-ex-girlfriend,himitsu-sentai-momoider
my-teacher-my-love,himizu
my-wife-is-a-man,hinekure-shisho-no-mikaiketsu-jikenroku
namae-no-nai-kaibutsu,hinowa-ga-crush
nami-vs-kalifa,hiren-trip
nana,hirotta-nazo-seibutsu-no-kansatsu-nikki
nanairo-kakumei,his-10-000-romantic-traps
nanba-mg5,his-apple
nani-made-nara-koroseru,his-highness-don-t-leave-i-will-lose-weight-for-you
nanja-monja,his-majesty-doesn-t-want-to-be-too-bossy
narutaru,his-majesty-is-a-beast-all-of-a-sudden
naruto-le-roman-de-sasuke-retsuden-l-enigme-du-dessin-des-astres,histoire-des-3-adolf
national-quiz,histoires-courtes
natsukashi-machi-no-rozione,histoires-de-fantomes-chelous
natsuko-no-sake,histoires-de-kisaeng
natsume-kun-wa-nandemo-shitteru,historie
neet-dakedo-hello-work-ni-ittara-isekai-ni-tsuretekareta,history-at-the-library-promo-novel
nega-kun-et-posi-chan,history-of-three-states
negative-happy-chainsaw-edge,hitman-part-time-killer
nekogahara,hitogatana
neko-ga-nishi-mukya,hito-hitori-futari
neko-majin,hitomi-tenkuu-no-escaflowne
nekomata,hitorimi-haduki-san-to
nephilim-john,hitori-no-shita-the-outcast
nephilym,hitpoint
netsutai-no-citron,hitsugime-no-chaika
neun,hitsugime-no-chaikakka
new-normal,hive
next-to-you,hiyokoi
nidome-no-jinsei-wo-isekai-de,hk-cycle
niehime-to-kemono-no-ou,hoarding-in-hell
nier-automata-yorha-shinjuwan-takashika-sakusen-kiroku,hokenshitsu-no-shinigami
night-of-shadows,hokuto-no-ken-ken-fist-of-the-blue-sky
night-school,hokuto-no-ken-ken-le-survivant
nights-with-a-cat,hokuto-no-ken-la-legende-de-raoh
nihonkoku-shoukan,hokuto-no-ken-la-legende-de-toki
ni-luo-ya-niraya,holy-ancestor
nina-wa-papa-no-ansatsu-shita,holy-chef-crazy-empress
nine-dragons-ball-parade,holy-glory
nine-peaks,holyland
nine-sun-god-king,homunculus
ningen-fushin-no-boukenshatachi-ga-sekai-o-sukuu-youdesu,honey-blood
ninjak,honey-i-m-going-on-strike
nise-seiken-monogatari-osananajimi-no-seijo-o-uttara-michizure-ni-sareta,honey-sweet-kitchen
nishino-the-boy-at-the-bottom-of-the-school-caste-and-also-at-the-top-of-the-underground,honzuki-no-gekokujou
nobukuni-san-does-she-like-me,hooves-of-death
nobunaga-no-chef,hope-you-ve-been-well
no-control,hoping-for-my-death
nocturne,horizon
no-guard-wife,hoshin
no-guns-life,hoshino-me-wo-tsubutte
nokase,host-club-le-lycee-de-la-seduction
no-longer-heroine,hotarubi-no-tomoru-koro-ni
nomi-shiba,hotaru-no-hikari
nonamour,hot-blooded-woman
noragami,hotel
noroware-san-chi-no-oyome-sama,hotel-s-l
nos-c-h-oeurs-evanescents,hot-gimmick
nosferatu,hot-mother
nos-precieuses-confidences,houkago-wa-isekai-kissa-de-coffee-wo
nos-temps-contraires-je-ne-te-laisserai-pas-mourir,houkago-x-ponytail
not-lives,housekeeper
notre-hikari-club,house-of-horrors
nouvelles-extraordinaires-d-edgar-allan-poe,house-of-riddles
nova,how-a-time-limited-villainess-gets-revenge
nozomi-x-kimio,how-did-i-end-up-with-a-boyfriend-while-gaming
nozomu-nozomi,how-the-count-s-young-lady-tames-the-emperor-s-dog
npc,how-to-be-a-dark-hero-s-daughter
nue-no-onmyouji,how-to-be-god
nukenai-seiken-chan,how-to-disguise-as-a-failure
numa-sugite-mohaya-koi,how-to-fight
number,how-to-get-my-husband-on-my-side
oasis,how-to-get-rid-of-my-dark-past
occhoko-doji-onee-san,how-to-hide-the-emperor-s-child
ochita-angel,how-to-live-as-a-bootleg-healer
octave,how-to-live-as-a-villain
ogeha,how-to-live-at-the-max-level
ogrest,how-to-prey-on-the-master
ohapasu,how-to-protect-the-heroine-s-older-brother
oh-my-god,how-to-survive-a-romance-fantasy
oh-roh,how-to-survive-as-the-devil-s-daughter
oji-sama-koushaku-wa-koisuru-otoshigoro,how-to-survive-sleeping-with-the-emperor
ojisama-to-neko,how-we-met
ojousama-no-shimobe,hualongji
okaeri-alice,humor-me
okuman-chouja-to-muku-na-hana,hundred
olympos,hundred-demon-spectrum
omoi-omoware-furi-furare,hungry-city
onegai-twins,hungry-heart
oneira-l-enfant-cauchemar,hungry-joker
one-piece,hungry-marie
one-piece-ace-s-story,hunk-no-1
one-piece-digital-colored,hunter-age
one-piece-party,hunt-twelve-saints-start-of-apocalypse
one-punch-man,hush
one-punch-man-one,husk-of-eden
onii-chan-is-done-for,hyde-closer
oni-no-sennen-koi,hyouketsu-kyoukai-no-eden
onizuka-chan-and-sawarida-kun,hyper-luck
only-sense-online,i-accidentally-seduced-the-male-lead-s-younger-brother
onmyoji,i-adopted-a-villainous-dad
ookami-shounen-wa-kyou-mo-uso-o-kasaneru,i-am-a-great-god
ookii-kouhai-wa-suki-desu-ka,i-am-a-great-gods
ookiku-nattara-kekkon-suru,i-am-a-killer-maid
open-sesame,i-am-an-invincible-genius
opera-de-pekin,i-am-carrying-gold-from-the-post-apocalyptic-world
opus,i-am-han-sanqian
orange,i-am-my-wife
orange-chocolat,i-am-not-a-goddess
orange-yane-no-chiisana-ie,i-am-the-evil-wife-of-a-young-husband
ore-ga-watashi-ni-naru-made,i-am-the-fated-villain
orenchi-ni-kita-onna-kishi-to-inakagurashi-surukotoninatta-ken,i-am-the-immortal
ore-no-genjitsu-wa-ren-ai-game-ka-to-omottara-inochigake-no-game-datta,i-am-the-male-lead-s-ex-girlfriend
ore-no-ie-ga-maryoku-spot-datta-ken-sundeiru-dake-de-sekai-saikyou,i-am-the-precious-daughter-of-the-greatest-villain-in-the-fantasy-world
ore-no-iinazuke-ni-natta-jimiko-ie-de-wa-kawaii-shika-nai,i-am-the-sorcerer-king
oren-s,i-am-trying-to-divorce-my-villain-husband-but-we-have-a-child
orient,i-became-a-doting-father
original-hinatazaka,i-became-a-part-time-employee-for-gods
osananajimi-ga-hisabisa-ni-saikai-shitara-otagai-kyonyuu-ni-natteta,i-became-a-renowned-family-s-sword-prodigy
oshi-ga-konin-sutoka-ni-narimashita,i-became-a-villainess-in-a-deadly-novel
oshimai,i-became-the-chef-of-the-dragon-king
oshi-no-ko,i-became-the-despised-granddaughter-of-the-powerful-martial-arts-family
osu-combat-championship,i-became-the-emperor-s-daughter-one-day
otaku-blue,i-became-the-head-of-the-family
otaku-kun-to-gal-ga-koi-o-suru-hanashi,i-became-the-hero-s-mom
otohime-diver,i-became-the-mad-emperor
otome-game-no-hametsu-flag-shika-nai-akuyaku-reijou-ni-tensei-shite-shimatta,i-became-the-male-lead-s-adopted-daughter
otomegokoro-no-jiyuugata,i-became-the-male-lead-s-female-friend
otome-monster-caramelize,i-became-the-tyrant-of-a-defense-game
otomen,i-became-the-tyrant-s-secretary
otonari-complex,i-became-the-ugly-lady
ottoman,i-became-the-villain-s-mother
ouji-sama-ni-wa-doku-ga-aru,i-became-the-villain-s-trainer
ou-no-kemono,i-became-the-villain-s-wife
our-green-birdcage,i-became-the-wife-of-the-male-lead
our-little-secrets,i-became-the-wife-of-the-monstrous-crown-prince
ouroboros,i-became-the-younger-sister-of-a-regretful-obsessive-male-lead
ousama-ni-sasagu-kusuriyubi,i-become-a-beast-girl
ousama-ranking,ibitsu
ousamatachi-no-viking,i-brought-home-a-succubus-who-failed-to-find-a-job
oushitsu-kyoushi-haine,i-can-copy-talents
out,i-can-see-the-success-rate
out-code,i-can-see-your-death
outdoor-cats,ice-flower-knight
outlaws,ice-lamp-les-chroniques-de-kira
overdrive,ichi
over-image,ichiban-ushiro-no-daimaou
oversimplified-scp,ichigo-100
owari-no-seraph,ichigo-100-east-side-story
owaru-heart-janee,ichigo-channel
oyaju-rider,ichigo-jikan
pacte-de-la-mer,ichiro-heian
painting-warriors,ichi-the-killer
palepoli,ichi-yamamoto-hideo
panda-x-panda,i-confessed-to-my-mortal-enemy
pandemonium-tokebi,id
panorama-toukitan,i-decided-not-to-pretend-i-don-t-see-it-anymore
papa-no-iukoto-wo-kikinasai,i-didn-t-mean-to-seduce-the-male-lead
paperbag-kun-is-in-love,idoling
paradise-residence,idol-shopping
parallel,i-don-t-know-what-my-little-sister-s-friend-is-thinking
parasites-amoureux,i-don-t-trust-my-twin-sister
parasyte-reversi,i-don-t-want-the-obsession-of-a-twisted-archduke
par-dela-les-etoiles,i-don-t-want-this-kind-of-hero
pashiri-na-boku-to-koisuru-banchou-san,i-don-t-want-to-do-this
pastel,if
peak-prophecy,if-ai-rules-the-world
peleliu,i-found-a-husband-when-i-picked-up-the-male-lead
pere-fils,if-you-are-kind-you-must-be-a-side-character
pere-fouettard-corporation,if-you-remove-the-kind-protagonist-s-mask
perfect-crime,i-gave-birth-to-a-villain-s-child
perfect-world,i-got-a-fake-job-at-the-academy
persona-3,i-got-lucky-and-pulled-a-10th-rank-summon
petales-de-reincarnation,i-grow-stronger-by-eating
phantom-seer,igye-museun-hwangbi
phenix-l-oiseau-de-feu,i-hated-it-even-more
phong-le-telephone-portable,i-have-a-dragon-in-my-body
pieges-charnels,i-have-a-mansion-in-the-post-apocalyptic-world
pillow-bear,i-have-an-sss-rank-trait-but-i-want-a-normal-life
ping-pong-dash,i-have-become-the-heroes-rival
pixie,i-have-nine-female-disciples
pixie-and-brutus,i-have-no-health
plastic-memories-say-to-good-bye,i-have-regret-medicine
platinum-end,i-have-to-be-a-monster
please-go-home-akutsu-san,i-have-twin-girlfriends
please-strike-a-pose-that-will-almost-allow-me-to-see-it,ihoujin-dungeon-ni-moguru
pline,ijiwaru-killer-tune
plunderer,i-just-want-to-play-games-quietly
pocha-climb,ike-loli
pochamani,ikigami-preavis-de-mort
poison-city,i-killed-him
poison-quotidien,i-killed-the-immortal
poissons-en-eaux-troubles,ikitemasu-ka-honda-kun
pokemon-bw-good-partners,ikkitousen
pokemon-festival-of-champions,ikkyu
pokemon-la-grande-aventure,i-know-your-secret
pokemon-la-grande-aventure-or-et-argent,ikusaba-animation
pokemon-x-y,ilegenes
police-in-a-pod,i-ll
pour-le-pire,i-ll-become-the-tyrant-s-tutor
pppppp,i-ll-be-the-matriarch-in-this-life
pray-for-love,i-ll-be-the-warrior-s-mother
preface-de-hengshui,i-ll-divorce-my-tyrant-husband
prends-ma-main,illegal-rare
priest,i-ll-end-this-engagement
primal-gods-in-ancient-times,i-ll-fall-with-the-emperor
prince-aoihiko,i-ll-just-live-on-as-a-villainess
prince-azumahiko,i-ll-rewrite-the-husband-i-regret
prince-norman,i-ll-save-this-damn-family
princesse-c-est-l-heure-de-la-torture,i-lost-the-leash-of-the-yandere-male-lead
princesse-saphir,i-love-yoo
princess-jellyfish,i-love-you-baby
princess-lover-pure-my-heart,i-love-you-vampire
princess-of-the-animals,i-m-a-fake-npc
princess-please-distance-yourself-a-little,i-m-a-fake-saintess-but-the-gods-are-obsessed
prisonnier-riku,i-m-a-human-but-more-of-a-vampire
prison-school,i-m-a-middle-schooler-becoming-the-demon-lord
private-secretary,i-m-an-evil-god
prunus-girl,i-m-an-overlord
pseudo-harem,i-m-a-villainess-but-so-popular
pumpkin-night,i-m-a-villain-in-harem-comic
pumpkin-scissors,imbeciles-heureux
punisher,i-m-being-raised-by-villains
punishing-gray-raven-dominik-s-orphans,i-m-berserk-to-upgrade
pupa,i-m-destined-for-greatness
pureblood-boyfriend-he-s-my-only-vampire,i-m-divorce-but-i-m-a-chaebol
quand-sonne-la-tempete,i-m-going-on-strike-because-i-have-limited-time
quan-zhi-gao-shou,im-great-priest-imhotep
queen-emeraldas,i-might-be-a-fake-cultivator
queen-s-quality,i-m-in-trouble-because-my-husband-is-so-cute
que-sa-volonte-soit-faite,i-m-just-an-immortal
qwan,immortal-cultivation-do-over
raba-the-mules,immortal-demon-dad
radiant,immortal-hounds
radiation-house,immortal-invincible
ragna-crimson,immortal-nanny-dad
ragnarok-into-the-abyss,immortal-regis
raise-wa-tanin-ga-ii,immortal-reverence-dad
rakudai-kishi-no-eiyuutan,immortal-swordsman-in-the-reverse-world
ramia-hero-demon-lord-chronicles,immortal-weakling
ranpo-gekiga,i-m-not-a-warrior
ranpo-gekiga-l-anthologie,i-m-not-that-kind-of-talent
ran-to-haiiro-no-sekai,i-m-not-the-overlord
rappa,i-m-only-a-stepmother-but-my-daughter-is-just-so-cute
rappi-rangai,imperial-edict
rasetsu-no-hana,imperial-guards
rasetsu-primal-hunt,imprisoned-one-million-years-my-disciples-are-all-over-the-world
raw-hero,i-m-really-not-the-evil-god-s-lackey
ray,i-m-really-not-the-villain
real,i-m-stanning-the-prince
real-account,i-m-the-great-immortal
real-girl,i-m-the-main-character-s-child
realist-maou-niyoru-seiiki-naki-isekai-kaikaku,i-m-the-main-character-s-little-sister
real-no-heroine-wa-irimasen,i-m-the-male-lead-s-female-friend
rebirth,i-m-the-master-of-this-life
rebirth-back-to-1983-to-be-a-millionaire,i-m-the-one-and-only-god
rebirth-of-the-eternal-cultivator,i-m-the-only-one-loved-by-the-constellations
reborn-as-a-dog,i-m-the-only-one-with-genius-dna
rebuild-world,i-m-the-villainess-but-i-m-happy-because-i-m-healthy
recast,i-m-villainess-but-i-picked-the-male-lead
re-cervin,i-m-worried-that-my-brother-is-too-gentle
records-of-the-southern-mist-house,in-a-heartbreak
red-dragon,inaka-no-home-center-otoko-no-jiyuu-na-isekai-seikatsu
red-hawk,inari-konkon-koi-iroha
redrum-327,inazuma-eleven
register-cat,inazuma-eleven-go
reigen,incompetent-villain
reimp,indestructible-primordial-spirit
reincarnated-as-an-aristocrat-with-an-appraisal-skill,in-dream-world
reine-d-egypte,infectee
re-monster,infection-zone
remote,infinite-apostles-and-twelve-war-girls
renai-daikou,infinite-leveling-murim
rendez-vous-sous-la-pluie,infinite-stratos
renzu-sou-no-sankaku,infinite-wizard
requiem-chevalier-vampire,in-full-bloom
requin-tueur-dans-un-autre-monde,ingram-s-lantern
rere-hello,ingrid-the-white-deer
reset,initiation-au-mariage
ressentiment,in-love-with-an-abstinent-man
retire-shita-ningyoushi-no-mmo-kikou-jojishi,innocent
retropolis-scratches,innocent-w
return-from-the-world-of-immortals,ino-head-gargoyle
return-of-the-invincible-patriarch,inseparables
reveries-d-emanon,instant-bullet
reversal,in-the-dark
rex-fabula,in-the-night-consumed-by-blades-i-walk
ring-a-bell,in-this-life-i-will-raise-you-well-your-majesty
rinne,into-the-light-once-again
ripper,into-the-net
risou-no-himo-seikatsu,inugami
road-to-kingdom,inumaru-dashi
robot,inu-yasha
rohan-au-louvre,inu-yashiki
romantica-clock,inverse-scale
rooster-fighter,invincible-at-the-start
rose-guns-days-saison-4,invincible-sword-domain
rosen-blood,invincible-villain
rosoku-hime-princess-candle,invincible-xueba-system
rot-ruin,invitation-of-the-mystic-messenger
royal-cinderella-mama,io
rudolf-turkey,i-obtained-a-mythic-item
ruri-dragon,i-one-broke-an-oath
rurouni-kenshin-digital-colored-comics,i-only-came-to-find-my-dad
rust-blaster,i-only-treat-villains
ryuu-kusari-no-ori-kokoro-no-uchi-no-kokoro,i-picked-up-a-demon-lord-as-a-maid
ryuu-ou-no-kagehime,i-picked-up-an-attribute
ryuu-to-ayumu-nariagari-boukensha-dou-youzumi-toshite-s-rank-party-kara-tsuihou-sareta-kaifuku-majutsushi-suterareta-saki-de-saikyou-no-shinryuu-wo-fukkatsu-sasete-shimau,i-picked-up-the-second-male-lead-after-the-ending
s,i-plan-to-become-the-master-of-a-stolen-family
sabaku-no-harem,i-played-the-role-of-the-adopted-daughter-too-well
saber-watches-unlimited-blade-works,i-raised-an-obsessive-servant
sacrificial-vote,i-raised-a-sickly-prince
saga-valta,i-raised-cinderella-preciously
saguri-chan-tankentai,i-raised-the-beast-well
saihate-ni-madou,i-raised-the-villains-preciously
saijaku-teima-wa-gomi-hiroi-no-tabi-o-hajimemashita,i-ran-away-and-got-married
saijou-no-meii,i-regressed-as-the-duke
saike-mata-shite-mo,i-regressed-to-my-ruined-family
saiki-kusuo-no-psi-nan,i-reincarnated-as-the-crazed-heir
saikyou-no-madoshi-hisa-ni-ya-wo-ukete-shimatta-no-de-inaka-no-eihei-ni-naru,i-returned-as-an-fff-class-witch-doctor
saikyou-no-maou-ni-kitaerareta-yuusha-isekai-kikanshatati-no-gakuen-de-musou-suru,iris-lady-with-a-smartphone
saikyou-no-shuzoku-ga-ningen-datta-ken,iris-zero
saint-no-just-a-passing-monster-tamer-the-completely-unparalleled-saint-travels-with-fluffies,iron-knight
